Date,real Temperature,empty column,Feel Temperature,Humidity,Wind Speed,weather code,DO NOT TOUCH THIS COLUMN,is holiday,is weekend,season,count
02/08/2015,20,NA,NA,56.75,12.5,clear,NA,FALSE,TRUE,summer,43295
03/08/2015,19.25,NA,19.25,68,17.625,clear,NA,FALSE,FALSE,summer,35402
04/08/2015,17.75,NA,NA,59,22.91666667,clear,NA,FALSE,FALSE,summer,37644
05/08/2015,17.75,NA,NA,68.25,11.0625,clear,NA,FALSE,FALSE,summer,38770
06/08/2015,18.75,NA,18.75,68.25,14.89583333,clear,NA,FALSE,FALSE,summer,63468
07/08/2015,19,NA,19,63.5,8.958333333,scattered_clouds,NA,FALSE,FALSE,summer,39486
08/08/2015,20.25,NA,20.25,63,11.04166667,clear,NA,FALSE,TRUE,summer,38993
09/08/2015,21.25,NA,21.25,57.5,12.27083333,clear,NA,FALSE,TRUE,summer,40441
10/08/2015,20.25,NA,NA,75.5,18.10416667,broken_clouds,NA,FALSE,FALSE,summer,35335
11/08/2015,18,NA,18,66,7.4375,scattered_clouds,NA,FALSE,FALSE,summer,34318
12/08/2015,18.25,NA,18.25,68.25,16.77083333,broken_clouds,NA,FALSE,FALSE,summer,36548
13/08/2015,19,NA,19,84.25,15.14583333,cloudy,NA,FALSE,FALSE,summer,25974
14/08/2015,19,NA,NA,88,12.54166667,broken_clouds,NA,FALSE,FALSE,summer,25419
15/08/2015,18,NA,18,56,13.5,clear,NA,FALSE,TRUE,summer,33739
16/08/2015,16.75,NA,16.75,64.75,7,clear,NA,FALSE,TRUE,summer,30616
17/08/2015,19,NA,NA,52,9.666666667,clear,NA,FALSE,FALSE,summer,35695
18/08/2015,18,NA,18,59.5,16.14583333,clear,NA,FALSE,FALSE,summer,34530
19/08/2015,17.25,NA,17.25,70.5,15.08333333,scattered_clouds,NA,FALSE,FALSE,summer,31640
20/08/2015,19.75,NA,19.75,83,13.8125,broken_clouds,NA,FALSE,FALSE,summer,32554
21/08/2015,22,NA,22,70,14.5625,scattered_clouds,NA,FALSE,FALSE,summer,35882
22/08/2015,22.5,NA,NA,66,12.29166667,clear,NA,FALSE,TRUE,summer,44187
23/08/2015,19.75,NA,19.75,66.5,16.85416667,clear,NA,FALSE,TRUE,summer,27001
24/08/2015,15.75,NA,15.75,88,13.375,rain,NA,FALSE,FALSE,summer,17400
25/08/2015,16.25,NA,16.25,80,20.10416667,NA,NA,FALSE,FALSE,summer,28152
26/08/2015,18.5,NA,18.5,80.25,21.97916667,rain,NA,FALSE,FALSE,summer,23738
27/08/2015,16,NA,16,80,17.5,scattered_clouds,NA,FALSE,FALSE,summer,30528
28/08/2015,17.25,NA,17.25,68.5,15.8125,clear,NA,FALSE,FALSE,summer,32950
29/08/2015,18,NA,18,75.75,7.770833333,clear,NA,FALSE,TRUE,summer,22618
30/08/2015,17.5,NA,NA,79.25,10.47916667,broken_clouds,NA,FALSE,TRUE,summer,24972
31/08/2015,15.5,NA,15.5,88,10.4375,rain,NA,TRUE,FALSE,summer,9639
01/09/2015,15,NA,15,82,9.5,broken_clouds,NA,FALSE,FALSE,autumm,25556
02/09/2015,14.5,NA,14.5,76,10.22916667,scattered_clouds,NA,FALSE,FALSE,autumm,30180
03/09/2015,14,NA,14,66.25,12.95833333,scattered_clouds,NA,FALSE,FALSE,autumm,30950
04/09/2015,14.25,NA,14.25,63,13.125,scattered_clouds,NA,FALSE,FALSE,autumm,29709
05/09/2015,13.5,NA,13.5,71,11.29166667,broken_clouds,NA,FALSE,TRUE,autumm,22317
06/09/2015,14.75,NA,14.75,63,9.8125,clear,NA,FALSE,TRUE,autumm,29429
07/09/2015,14.25,NA,14.25,71,9.8125,clear,NA,FALSE,FALSE,autumm,31692
08/09/2015,14.75,NA,14.75,74.5,8.375,broken_clouds,NA,FALSE,FALSE,autumm,32781
09/09/2015,15.25,NA,15.25,76,14.08333333,broken_clouds,NA,FALSE,FALSE,autumm,33116
10/09/2015,16.25,NA,16.25,78.25,15,clear,NA,FALSE,FALSE,autumm,35734
11/09/2015,17,NA,17,73,16.84090909,clear,NA,FALSE,FALSE,autumm,33190
12/09/2015,18.25,NA,18.25,60.75,17.52777778,scattered_clouds,NA,FALSE,TRUE,NA,27023
13/09/2015,13.5,NA,13.5,74.5,10.95833333,clear,NA,FALSE,TRUE,autumm,26166
14/09/2015,13.25,NA,13.25,79.75,18.625,rain,NA,FALSE,FALSE,autumm,25811
15/09/2015,13.75,NA,13.75,74.5,18,scattered_clouds,NA,FALSE,FALSE,autumm,28066
16/09/2015,14,NA,14,91,13.41666667,rain,NA,FALSE,FALSE,autumm,18653
17/09/2015,14.25,NA,14.25,77,16.6875,scattered_clouds,NA,FALSE,FALSE,autumm,32075
18/09/2015,15,NA,15,81,9.5,scattered_clouds,NA,FALSE,FALSE,autumm,29829
19/09/2015,14.5,NA,14.5,74.5,6.97826087,clear,NA,FALSE,TRUE,autumm,31826
20/09/2015,14.75,NA,14.75,79.5,11.35416667,NA,NA,FALSE,TRUE,autumm,31141
21/09/2015,15,NA,15,83.5,13.45833333,scattered_clouds,NA,FALSE,FALSE,autumm,23676
22/09/2015,12.75,NA,12.75,85,12.5625,clear,NA,FALSE,FALSE,autumm,20434
23/09/2015,15,NA,15,72,18.29166667,scattered_clouds,NA,FALSE,FALSE,autumm,33977
24/09/2015,15.5,NA,15.5,70,19.9375,scattered_clouds,NA,FALSE,FALSE,autumm,29396
25/09/2015,13.5,NA,13.5,69.75,10.72916667,clear,NA,FALSE,FALSE,autumm,34783
26/09/2015,13,NA,13,70.75,8.5,clear,NA,FALSE,TRUE,autumm,32636
27/09/2015,13.75,NA,13.75,72.25,11.64583333,clear,NA,FALSE,TRUE,autumm,29817
28/09/2015,14.75,NA,14.75,73.25,14.91666667,clear,NA,FALSE,FALSE,autumm,33138
29/09/2015,14.5,NA,14.5,73.25,16.35416667,clear,NA,FALSE,FALSE,autumm,34436
30/09/2015,14.25,NA,14.25,73.25,17.02083333,clear,NA,FALSE,FALSE,autumm,34941
01/10/2015,14,NA,14,74.5,15.77083333,clear,NA,FALSE,FALSE,autumm,34562
02/10/2015,13,NA,13,77,10.72916667,clear,NA,FALSE,FALSE,autumm,35503
03/10/2015,12,NA,12,82,5.708333333,broken_clouds,NA,FALSE,TRUE,autumm,28956
04/10/2015,13,NA,NA,78.25,9.854166667,clear,NA,FALSE,TRUE,autumm,29884
05/10/2015,16,NA,16,88,13.75,rain,NA,FALSE,FALSE,autumm,20741
06/10/2015,16,NA,16,92.5,12.41666667,rain,NA,FALSE,FALSE,autumm,25892
07/10/2015,15,NA,15,84.25,19.08333333,broken_clouds,NA,FALSE,FALSE,autumm,28629
08/10/2015,12.25,NA,NA,77,8.416666667,clear,NA,FALSE,FALSE,autumm,33676
09/10/2015,12,NA,12,82,6.913043478,clear,NA,FALSE,FALSE,autumm,32006
